subject	condition	order	p1	o1	p2	o2	p3	o3	p4	o4	gamble_no	decision	time	male	age	repetition
3	2	33	0.4	0	0.6	711	0.6	44	0.4	1000	5	1	17568	0	25	1
3	2	122	0.13	-190	0.87	-560	0.7	-320	0.3	-370	63	2	8018	0	25	1
3	2	104	0.5	980	0.5	-240	0.14	-760	0.86	460	98	1	28912	0	25	1
3	2	72	0.6	225	0.4	330	0.33	0	0.67	400	132	1	14780	0	25	1
3	2	108	0.9	142	0.1	1000	0.01	20	0.99	230	16	1	8771	0	25	1
3	2	6	0.48	-150	0.52	-910	0.28	-480	0.72	-740	74	1	10744	0	25	1
3	2	92	0.38	-490	0.62	20	0.22	190	0.78	-180	95	1	16254	0	25	1
3	2	62	0.4	510	0.6	800	0.3	0	0.7	980	131	1	9491	0	25	1
3	2	84	0.5	-100	0.5	400	0.5	0	0.5	0	128	2	2439	0	25	1
3	2	17	0.78	320	0.22	990	0.32	390	0.68	560	44	2	19117	0	25	1
3	2	103	0.05	560	0.95	720	0.95	680	0.05	950	43	1	5757	0	25	1
3	2	117	0.88	790	0.12	820	0.2	570	0.8	940	38	1	6863	0	25	1
3	2	102	0.5	550	0.5	950	0.25	0	0.75	1000	3	1	5365	0	25	1
3	2	23	0.3	0	0.7	450	0.6	40	0.4	730	135	2	10752	0	25	1
3	2	126	0.79	-700	0.21	980	0.65	-850	0.35	930	91	1	8658	0	25	1
3	2	112	0.49	-10	0.51	-540	0.77	-330	0.23	-300	56	1	8538	0	25	1
3	2	3	0.48	130	0.52	700	0.18	720	0.82	600	23	2	10335	0	25	1
3	2	95	0.91	-330	0.09	280	0.27	90	0.73	-670	105	1	7145	0	25	1
3	2	131	0.5	0	0.5	400	0.65	39	0.35	500	8	2	5935	0	25	1
3	2	120	0.56	850	0.44	-220	0.22	-700	0.78	660	103	1	6635	0	25	1
3	2	27	0.96	170	0.04	-480	0.49	-600	0.51	840	94	1	6342	0	25	1
3	2	21	0.33	-230	0.67	-960	0.29	-400	0.71	-820	64	2	23455	0	25	1
3	2	91	0.25	0	0.75	705	0.5	60	0.5	1000	7	1	7779	0	25	1
3	2	12	0	0	1	-550	0.79	-640	0.21	230	99	2	9052	0	25	1
3	2	22	0.6	250	0.4	300	0.5	200	0.5	340	9	2	14743	0	25	1
3	2	24	0.33	0	0.67	630	0.6	40	0.4	1000	136	2	16591	0	25	1
3	2	30	0.3	375	0.7	975	0.2	0	0.8	1000	130	1	10269	0	25	1
3	2	127	0.45	-550	0.55	720	0.59	370	0.41	-340	107	1	12228	0	25	1
3	2	31	0.09	-540	0.91	-410	0.79	-650	0.21	-280	61	1	15712	0	25	1
3	2	132	0.69	570	0.31	400	0.07	390	0.93	740	30	2	5043	0	25	1
3	2	44	0.86	-260	0.14	820	0.6	-390	0.4	310	86	2	16877	0	25	1
3	2	8	0.73	-310	0.27	90	0.07	390	0.93	-270	89	2	26298	0	25	1
3	2	45	0.5	-100	0.5	100	0.5	0	0.5	0	122	2	6330	0	25	1
3	2	20	0.86	-390	0.14	830	0.8	80	0.2	-880	100	2	14864	0	25	1
3	2	54	0.5	-100	0.5	240	0.5	0	0.5	0	126	2	3035	0	25	1
3	2	69	0.87	770	0.13	720	0.26	670	0.74	1000	42	2	22916	0	25	1
3	2	11	0.6	-460	0.4	-210	0.42	-990	0.58	-370	57	1	6352	0	25	1
3	2	55	0.5	-100	0.5	200	0.5	0	0.5	0	124	2	2524	0	25	1
3	2	9	0.37	-910	0.63	-330	0.49	-410	0.51	-610	60	2	8324	0	25	1
3	2	73	0.3	980	0.7	-700	0.48	510	0.52	-990	106	2	15018	0	25	1
3	2	58	0.8	400	0.2	320	0.8	770	0.2	20	118	2	10596	0	25	1
3	2	28	0.12	520	0.88	730	0.98	920	0.02	190	31	2	10163	0	25	1
3	2	90	0.65	200	0.35	700	0.5	0	0.5	750	4	1	7792	0	25	1
3	2	98	0.13	-510	0.87	-560	0.93	-470	0.07	-700	53	2	8026	0	25	1
3	2	124	0.1	400	0.9	320	0.1	770	0.9	20	111	1	6004	0	25	1
3	2	100	0.4	400	0.6	320	0.4	770	0.6	20	114	1	15168	0	25	1
3	2	105	0.58	-500	0.42	-540	0.14	-730	0.86	-400	66	1	21925	0	25	1
3	2	111	0.5	-100	0.5	50	0.5	0	0.5	0	121	2	1952	0	25	1
3	2	87	0.61	370	0.39	500	0.6	60	0.4	450	29	1	11739	0	25	1
3	2	116	0.56	-40	0.44	-800	0.04	-460	0.96	-580	58	1	9090	0	25	1
3	2	78	0.7	300	0.3	400	0.6	200	0.4	525	137	2	7831	0	25	1
3	2	77	0.7	550	0.3	-760	0.08	-560	0.92	260	102	1	32201	0	25	1
3	2	119	0.17	700	0.83	650	0.35	1000	0.65	500	24	1	12353	0	25	1
3	2	34	0.4	-10	0.6	130	0.59	440	0.41	-500	104	2	11063	0	25	1
3	2	66	0.93	860	0.07	270	0.8	870	0.2	180	39	1	13319	0	25	1
3	2	47	0.5	400	0.5	320	0.5	770	0.5	20	115	1	16309	0	25	1
3	2	94	0.59	-550	0.41	-770	0.47	-300	0.53	-610	78	2	7680	0	25	1
3	2	129	0.2	0	0.8	895	0.3	50	0.7	1000	134	2	4727	0	25	1
3	2	65	0.4	-600	0.6	-820	0.47	-310	0.53	-900	73	2	16071	0	25	1
3	2	125	0.98	183	0.02	210	0.85	40	0.15	1000	19	2	10299	0	25	1
3	2	67	0.29	880	0.71	780	0.29	530	0.71	910	21	1	9938	0	25	1
3	2	97	0.05	560	0.95	-560	0.47	290	0.53	-800	87	2	8057	0	25	1
3	1	38	0.99	-960	0.01	-20	0.47	-900	0.53	-660	86	2	9195	0	25	2
3	1	5	0.74	620	0.26	0	0.44	230	0.56	310	53	1	12361	0	25	2
3	1	35	0.55	840	0.45	820	0.4	800	0.6	850	138	1	10548	0	25	2
3	1	98	0.07	510	0.93	350	0.6	90	0.4	890	40	1	3525	0	25	2
3	1	81	0.73	750	0.27	340	0.9	560	0.1	820	59	1	4778	0	25	2
3	1	20	0.85	100	0.15	900	0.02	10	0.98	225	15	1	10912	0	25	2
3	1	30	0.04	390	0.96	280	0.39	530	0.61	200	63	2	4972	0	25	2
3	1	126	0.04	-980	0.96	-250	0.4	-780	0.6	-220	89	1	5832	0	25	2
3	1	116	0.24	-250	0.76	360	0.48	-280	0.52	670	108	1	15586	0	25	2
3	1	57	0.96	-610	0.04	-560	0.34	-70	0.66	-630	71	2	6107	0	25	2
3	1	18	0.9	400	0.1	320	0.9	770	0.1	20	29	2	7142	0	25	2
3	1	58	0.59	-1000	0.41	810	0.47	-730	0.53	150	124	1	25983	0	25	2
3	1	13	0.5	-100	0.5	240	0.5	0	0.5	0	36	2	8448	0	25	2
3	1	103	0.2	0	0.8	895	0.3	50	0.7	1000	6	1	7453	0	25	2
3	1	64	0.4	500	0.6	333	0.6	0	0.4	1000	129	1	5952	0	25	2
3	1	56	0.43	-550	0.57	-530	0.08	-770	0.92	-510	94	1	6327	0	25	2
3	1	68	0.24	470	0.76	270	0.88	450	0.12	290	45	2	5088	0	25	2
3	1	71	0.39	-350	0.61	-720	0.76	-570	0.24	-280	93	2	16123	0	25	2
3	1	73	0.29	-670	0.71	-280	0.05	-460	0.95	-440	75	2	10292	0	25	2
3	1	10	0.51	440	0.49	380	0.38	200	0.62	860	65	2	6519	0	25	2
3	1	127	0.59	-410	0.41	-570	0.42	-510	0.58	-300	88	2	9049	0	25	2
3	1	119	0.29	-250	0.71	-860	0.76	-380	0.24	-990	79	2	6532	0	25	2
3	1	108	0.2	400	0.8	320	0.2	770	0.8	20	22	1	8570	0	25	2
3	1	114	0.77	-770	0.23	-620	0.71	-940	0.29	-510	76	1	13450	0	25	2
3	1	84	0.5	-100	0.5	150	0.5	0	0.5	0	33	2	1945	0	25	2
3	1	2	0.33	690	0.67	560	0.4	890	0.6	370	44	1	7933	0	25	2
3	1	87	0.04	-150	0.96	-600	0.88	-340	0.12	-770	92	2	18627	0	25	2
3	1	82	0.99	160	0.01	170	0.85	30	0.15	880	19	2	9746	0	25	2
3	1	48	0.5	-100	0.5	220	0.5	0	0.5	0	35	2	1521	0	25	2
3	1	46	0.61	680	0.39	390	0.6	770	0.4	480	57	2	5662	0	25	2
3	1	14	0.5	535	0.5	650	0.65	400	0.35	950	11	2	8339	0	25	2
3	1	62	0.6	250	0.4	300	0.5	200	0.5	340	137	1	15170	0	25	2
3	1	99	0.45	-370	0.55	-340	0.41	-110	0.59	-540	80	2	4649	0	25	2
3	1	138	0.4	0	0.6	711	0.6	44	0.4	1000	133	2	6664	0	25	2
3	1	45	0.61	960	0.39	-670	0.5	710	0.5	-260	125	2	10358	0	25	2
3	1	100	0.99	470	0.01	800	0.8	350	0.2	1000	18	1	7013	0	25	2
3	1	101	0.49	-660	0.51	-920	0.78	-970	0.22	-340	98	2	19771	0	25	2
3	1	133	0.01	530	0.99	990	0.83	870	0.17	610	48	1	2694	0	25	2
3	1	137	0.85	150	0.15	1000	0.02	0	0.98	285	13	2	3684	0	25	2
3	1	1	0.43	-970	0.57	590	0.85	-280	0.15	830	112	1	13435	0	25	2
3	1	95	0.5	-100	0.5	50	0.5	0	0.5	0	31	2	1620	0	25	2
3	1	4	0.6	400	0.4	320	0.6	770	0.4	20	26	1	4876	0	25	2
3	1	23	0.84	-570	0.16	-900	0.25	-630	0.75	-300	85	2	12826	0	25	2
3	1	128	0.62	10	0.38	830	0.41	370	0.59	240	51	2	4472	0	25	2
3	1	115	0.74	770	0.26	-230	0.67	750	0.33	-70	126	2	6506	0	25	2
3	1	120	0.3	-890	0.7	-720	0.96	-960	0.04	-370	70	1	7724	0	25	2
3	1	16	0.13	-290	0.87	-760	0.55	-1000	0.45	-280	84	1	8940	0	25	2
3	1	17	0.88	720	0.12	290	0.39	670	0.61	630	46	2	12626	0	25	2
3	1	110	0.97	310	0.03	-200	0.36	-540	0.64	990	114	1	8401	0	25	2
3	1	132	0.28	-590	0.72	960	0.04	-40	0.96	630	111	2	6185	0	25	2
3	1	104	0.5	400	0.5	320	0.5	770	0.5	20	25	1	5324	0	25	2
3	1	12	0.39	-700	0.61	190	0.3	80	0.7	-370	116	1	17104	0	25	2
3	1	40	0.5	-100	0.5	100	0.5	0	0.5	0	32	2	1451	0	25	2
3	1	28	0.5	-100	0.5	400	0.5	0	0.5	0	38	2	1995	0	25	2
3	1	36	0.4	510	0.6	800	0.3	0	0.7	980	3	1	14442	0	25	2
3	1	75	0.65	200	0.35	700	0.5	0	0.5	750	132	1	5568	0	25	2
3	1	125	0.88	-900	0.12	880	0.8	-860	0.2	140	122	2	19659	0	25	2
3	1	74	0.21	-600	0.79	-160	0.45	-60	0.55	-510	91	1	16489	0	25	2
3	1	37	0.7	400	0.3	320	0.7	770	0.3	20	27	2	5433	0	25	2
3	1	9	0.52	680	0.48	900	0.19	10	0.81	870	67	1	11000	0	25	2
3	1	136	0.45	100	0.55	400	0.4	0	0.6	440	130	1	4815	0	25	2
3	1	42	0.99	215	0.01	350	0.8	20	0.2	1000	20	1	5692	0	25	2
3	1	83	0.9	760	0.1	690	0.66	190	0.34	790	47	1	14793	0	25	2
3	1	124	0	0	1	460	0.36	520	0.64	360	58	2	5239	0	25	2
3	1	49	0.61	-730	0.39	-580	0.44	-830	0.56	-80	78	2	17929	0	25	2
3	1	111	0.3	0	0.7	450	0.6	40	0.4	730	7	2	7775	0	25	2
3	1	54	0.25	-940	0.75	-370	0.83	-490	0.17	-110	72	2	9211	0	25	2
3	1	43	0.39	760	0.61	-70	0.06	-650	0.94	370	113	2	13516	0	25	2
3	1	91	0.18	-190	0.82	730	0.94	580	0.06	-540	99	1	5491	0	25	2
3	1	129	0.8	400	0.2	320	0.8	770	0.2	20	28	1	5378	0	25	2
3	1	61	0.37	-80	0.63	520	0.87	230	0.13	-390	105	1	7456	0	25	2
3	1	107	0.79	-670	0.21	-370	0.46	0	0.54	-970	90	2	10169	0	25	2
3	1	11	0.38	400	0.62	550	0.14	260	0.86	960	49	2	8252	0	25	2
3	1	117	0.92	-730	0.08	960	0.11	160	0.89	-480	107	2	5757	0	25	2
3	1	86	0.66	-80	0.34	-950	0.93	-420	0.07	-300	81	1	9773	0	25	2
3	1	29	0.34	240	0.66	590	0.42	470	0.58	640	52	2	7509	0	25	2
3	1	106	0.63	410	0.37	180	0.98	560	0.02	80	41	2	3927	0	25	2
3	1	52	0.5	-100	0.5	300	0.5	0	0.5	0	37	2	1289	0	25	2
3	1	26	0.25	600	0.75	1000	0.5	800	0.5	1000	10	2	6914	0	25	2
3	1	15	0.14	-920	0.86	760	0.94	990	0.06	-960	109	2	8421	0	25	2
3	1	60	0.93	-280	0.07	790	0.63	-810	0.37	890	101	2	11163	0	25	2
3	1	97	0.3	400	0.7	320	0.3	770	0.7	20	23	1	5269	0	25	2
3	1	88	0.76	-30	0.24	-920	0.62	-140	0.38	-830	69	1	5951	0	25	2
3	1	19	0.3	375	0.7	975	0.2	0	0.8	1000	2	1	6325	0	25	2
3	1	92	0.68	300	0.32	670	0.59	70	0.41	590	66	1	6774	0	25	2
3	1	90	0.31	-440	0.69	260	0.38	840	0.62	-410	110	1	6523	0	25	2
3	1	69	0.48	-590	0.52	-20	0.14	-770	0.86	-90	83	1	10397	0	25	2
3	1	44	0.5	0	0.5	400	0.65	39	0.35	500	136	2	27492	0	25	2
3	1	78	0.89	-310	0.11	270	0.36	260	0.64	-480	123	2	10524	0	25	2
3	1	79	0.93	750	0.07	-900	0.87	960	0.13	-890	127	2	10907	0	25	2
3	1	39	0.27	250	0.73	-610	0.34	-820	0.66	30	120	2	9288	0	25	2
3	1	109	0.73	-730	0.27	-540	0.17	-420	0.83	-700	82	2	8795	0	25	2
3	1	25	0.56	-60	0.44	-590	0.64	-270	0.36	-830	77	1	9220	0	25	2
3	1	94	0.3	0	0.7	450	0.5	30	0.5	600	5	2	8645	0	25	2
3	1	8	0.19	430	0.81	50	0.14	910	0.86	60	43	2	8591	0	25	2
3	1	21	0.06	-820	0.94	540	0.91	380	0.09	-730	104	1	11269	0	25	2
3	1	130	0.58	-440	0.42	430	0.83	10	0.17	-700	121	1	16389	0	25	2
3	1	22	0.9	160	0.1	1000	0.02	0	0.98	250	14	2	15022	0	25	2
3	1	112	0.4	0	0.6	500	0.55	40	0.45	620	134	2	5039	0	25	2
3	1	47	0.98	760	0.02	370	0.82	490	0.18	500	42	1	8488	0	25	2
3	1	6	0.08	820	0.92	720	0.27	470	0.73	770	55	1	7965	0	25	2
3	1	134	0.73	-490	0.27	-750	0.17	-20	0.83	-1000	74	1	7203	0	25	2
3	1	67	0.73	-380	0.27	400	0.54	-300	0.46	70	102	1	15388	0	25	2
3	1	96	0.43	-470	0.57	630	0.02	-690	0.98	140	100	2	21127	0	25	2
3	1	7	0.55	890	0.45	-520	0.76	860	0.24	-750	119	2	21243	0	25	2
3	1	122	0.7	300	0.3	400	0.6	200	0.4	525	9	1	8434	0	25	2
3	1	121	0.56	-580	0.44	-800	0.86	-580	0.14	-970	87	1	19769	0	25	2
3	1	53	0.6	225	0.4	330	0.33	0	0.67	400	4	1	10963	0	25	2
3	1	77	0.53	-930	0.47	-260	0.8	-520	0.2	-930	95	1	29134	0	25	2
3	1	72	0.5	-100	0.5	200	0.5	0	0.5	0	34	2	1565	0	25	2
3	1	50	0.5	300	0.5	400	0.3	0	0.7	500	1	1	3924	0	25	2
3	1	65	0.25	840	0.75	430	0.43	70	0.57	970	61	1	13106	0	25	2
3	1	34	0.56	630	0.44	210	1	360	0	0	56	1	4444	0	25	2
3	1	123	0.28	70	0.72	740	0.71	550	0.29	630	68	2	8215	0	25	2
3	1	32	0.9	590	0.1	1000	0.02	0	0.98	650	16	1	16472	0	25	2
3	1	70	0.32	-830	0.68	-190	0.15	-150	0.85	-520	97	1	14978	0	25	2
3	1	113	0.31	1000	0.69	480	0.58	1000	0.42	10	50	1	4312	0	25	2
3	1	27	0.98	410	0.02	500	0.85	310	0.15	1000	17	2	12770	0	25	2
3	1	102	0.25	0	0.75	705	0.5	60	0.5	1000	135	1	7686	0	25	2
3	1	31	0.24	-880	0.76	790	0.01	-1000	0.99	320	103	1	12615	0	25	2
3	1	41	0.5	100	0.5	345	0.6	50	0.4	480	12	1	12350	0	25	2
3	1	89	0.31	390	0.69	510	0.84	160	0.16	910	64	1	8997	0	25	2
3	1	80	0.73	850	0.27	-220	0.25	-1000	0.75	760	128	1	5652	0	25	2
3	1	63	0.5	550	0.5	950	0.25	0	0.75	1000	131	1	5508	0	25	2
3	1	76	0.33	0	0.67	630	0.6	40	0.4	1000	8	2	7554	0	25	2
3	1	51	0.09	830	0.91	670	0.48	770	0.52	60	62	1	4716	0	25	2
3	1	135	0.87	-780	0.13	450	0.88	-690	0.12	830	117	2	6257	0	25	2
3	1	33	0.66	-580	0.34	-680	0.68	-670	0.32	-490	96	2	28984	0	25	2
3	1	3	1	400	0	320	1	770	0	20	30	2	4394	0	25	2
3	1	118	0.4	400	0.6	320	0.4	770	0.6	20	24	1	4560	0	25	2
3	1	66	0.76	370	0.24	50	0.18	120	0.82	280	54	2	8816	0	25	2
3	1	59	0.1	400	0.9	320	0.1	770	0.9	20	21	1	7248	0	25	2
3	1	93	0.95	-330	0.05	190	0.26	140	0.74	-750	115	1	7800	0	25	2
3	1	24	0.81	-420	0.19	160	0.47	270	0.53	-600	106	1	29670	0	25	2
3	1	55	0.92	630	0.08	50	0.63	430	0.37	530	60	2	12483	0	25	2
3	1	85	0.82	260	0.18	340	0.49	180	0.51	310	39	1	12458	0	25	2
3	1	131	0.07	-550	0.93	950	0.48	-130	0.52	990	118	1	3724	0	25	2
3	1	105	0.51	-260	0.49	-760	0.77	-480	0.23	-340	73	1	19550	0	25	2
4	2	81	0.93	-550	0.07	-170	0.27	-880	0.73	-350	62	2	11329	1	24	1
4	2	48	0.2	0	0.8	895	0.3	50	0.7	1000	134	2	7719	1	24	1
4	2	23	0.13	-510	0.87	-560	0.93	-470	0.07	-700	53	2	6102	1	24	1
4	2	12	0.4	-10	0.6	130	0.59	440	0.41	-500	104	1	22982	1	24	1
4	2	22	0.5	750	0.5	900	0.35	500	0.65	1000	11	2	5581	1	24	1
4	2	47	0.05	560	0.95	-560	0.47	290	0.53	-800	87	2	7438	1	24	1
4	2	27	0.13	-190	0.87	-560	0.7	-320	0.3	-370	63	2	6446	1	24	1
4	2	56	0.4	0	0.6	500	0.55	40	0.45	620	6	2	10588	1	24	1
4	2	74	0.73	-310	0.27	90	0.07	390	0.93	-270	89	1	9291	1	24	1
4	2	54	0.5	400	0.5	320	0.5	770	0.5	20	115	2	8107	1	24	1
4	2	45	0.93	860	0.07	270	0.8	870	0.2	180	39	1	7704	1	24	1
4	2	117	0.88	790	0.12	820	0.2	570	0.8	940	38	1	6896	1	24	1
4	2	11	0.6	250	0.4	300	0.5	200	0.5	340	9	2	9430	1	24	1
4	2	89	0.5	-210	0.5	-770	0.39	-770	0.61	-750	72	1	6176	1	24	1
4	2	33	0	0	1	-550	0.79	-640	0.21	230	99	2	6014	1	24	1
4	2	40	0.5	980	0.5	-240	0.14	-760	0.86	460	98	1	6273	1	24	1
4	2	111	0.27	10	0.73	-850	0.18	260	0.82	-510	110	2	5830	1	24	1
4	2	85	0.56	850	0.44	-220	0.22	-700	0.78	660	103	1	11808	1	24	1
4	2	52	0.4	-600	0.6	-820	0.47	-310	0.53	-900	73	2	8465	1	24	1
4	2	8	0.6	225	0.4	330	0.33	0	0.67	400	132	1	7018	1	24	1
4	2	130	0.65	200	0.35	700	0.5	0	0.5	750	4	1	5672	1	24	1
4	2	29	0.3	400	0.7	320	0.3	770	0.7	20	113	1	8423	1	24	1
4	2	68	0.79	-700	0.21	980	0.65	-850	0.35	930	91	2	7729	1	24	1
4	2	13	0.7	400	0.3	320	0.7	770	0.3	20	117	2	11404	1	24	1
4	2	79	0.09	-540	0.91	-410	0.79	-650	0.21	-280	61	1	6969	1	24	1
4	2	17	0.69	570	0.31	400	0.07	390	0.93	740	30	2	8380	1	24	1
4	2	15	0.99	670	0.01	-30	0.68	740	0.32	-20	108	1	7078	1	24	1
4	2	108	0.9	112	0.1	1000	0.01	0	0.99	203	14	1	7461	1	24	1
4	2	105	0.3	0	0.7	450	0.6	40	0.4	730	135	1	6949	1	24	1
4	2	95	1	-480	0	0	0.9	-710	0.1	870	82	2	17650	1	24	1
4	2	21	0.16	-150	0.84	-670	0.72	-560	0.28	-830	55	2	7181	1	24	1
4	2	120	0.85	145	0.15	1000	0.02	5	0.98	280	15	1	8997	1	24	1
4	2	73	0.56	-40	0.44	-800	0.04	-460	0.96	-580	58	1	6877	1	24	1
4	2	123	0.87	770	0.13	720	0.26	670	0.74	1000	42	2	2254	1	24	1
4	2	94	0.86	-390	0.14	830	0.8	80	0.2	-880	100	1	6453	1	24	1
4	2	87	0.6	400	0.4	320	0.6	770	0.4	20	116	1	7025	1	24	1
4	2	46	0.3	0	0.7	450	0.5	30	0.5	600	133	2	6953	1	24	1
4	2	134	0.65	-720	0.35	-80	0.25	-900	0.75	-390	70	1	8400	1	24	1
4	2	49	0.5	550	0.5	950	0.25	0	0.75	1000	3	1	10936	1	24	1
4	2	88	0.44	-590	0.56	0	0.43	-800	0.57	-240	54	1	16323	1	24	1
4	2	86	1	400	0	320	1	770	0	20	120	2	6940	1	24	1
4	2	128	0.48	130	0.52	700	0.18	720	0.82	600	23	2	7442	1	24	1
4	2	43	0.39	100	0.61	-720	0.64	-720	0.36	320	101	2	16764	1	24	1
4	2	64	0.33	0	0.67	630	0.6	40	0.4	1000	136	1	5197	1	24	1
4	2	135	0.19	-680	0.81	-460	0.61	-90	0.39	-900	67	2	5394	1	24	1
4	2	109	0.5	-100	0.5	150	0.5	0	0.5	0	123	2	4693	1	24	1
4	2	3	0.91	-330	0.09	280	0.27	90	0.73	-670	105	1	16202	1	24	1
4	2	131	0.33	-230	0.67	-960	0.29	-400	0.71	-820	64	2	16919	1	24	1
4	2	65	0.5	-100	0.5	300	0.5	0	0.5	0	127	1	3180	1	24	1
4	2	35	0.25	600	0.75	1000	0.5	800	0.5	1000	138	1	6033	1	24	1
4	2	119	0.16	660	0.84	230	0.79	150	0.21	290	32	1	7857	1	24	1
4	2	101	0.3	375	0.7	975	0.2	0	0.8	1000	130	1	5995	1	24	1
4	2	112	0.48	580	0.52	-50	0.4	-400	0.6	960	83	1	15248	1	24	1
4	2	83	0.99	310	0.01	680	0.04	320	0.96	470	36	2	6261	1	24	1
4	2	50	0.08	540	0.92	310	0.15	440	0.85	290	45	1	17660	1	24	1
4	2	80	0.61	370	0.39	500	0.6	60	0.4	450	29	1	15422	1	24	1
4	2	19	0.48	-150	0.52	-910	0.28	-480	0.72	-740	74	1	10467	1	24	1
4	2	138	0.8	540	0.2	210	0.49	980	0.51	30	34	2	9397	1	24	1
4	2	98	0.63	650	0.37	740	0.47	70	0.53	850	50	1	11148	1	24	1
4	2	61	0.59	-850	0.41	-70	0.52	-90	0.48	-730	69	2	13145	1	24	1
4	2	76	0.55	840	0.45	820	0.4	800	0.6	850	10	2	11988	1	24	1
4	2	30	0.59	-550	0.41	-770	0.47	-300	0.53	-610	78	2	9660	1	24	1
4	2	34	0.59	310	0.41	630	0.89	920	0.11	200	22	2	6310	1	24	1
4	2	127	0.9	150	0.1	1000	0.01	0	0.99	240	13	1	4926	1	24	1
4	2	39	0.96	170	0.04	-480	0.49	-600	0.51	840	94	2	8174	1	24	1
4	2	102	0.63	-960	0.37	-380	0.17	-120	0.83	-690	71	2	10501	1	24	1
4	2	6	0.8	400	0.2	320	0.8	770	0.2	20	118	2	6885	1	24	1
4	2	125	0.91	800	0.09	190	0.64	370	0.36	650	41	1	4805	1	24	1
4	2	62	0.5	-100	0.5	200	0.5	0	0.5	0	124	1	3785	1	24	1
4	2	99	0.38	-490	0.62	20	0.22	190	0.78	-180	95	2	8859	1	24	1
4	2	55	0.58	-500	0.42	-540	0.14	-730	0.86	-400	66	2	11420	1	24	1
4	2	114	0.75	720	0.25	-380	0.45	600	0.55	-80	90	1	6206	1	24	1
4	2	97	0.5	-100	0.5	240	0.5	0	0.5	0	126	1	3137	1	24	1
4	2	51	0.9	400	0.1	320	0.9	770	0.1	20	119	2	7775	1	24	1
4	2	75	0.5	300	0.5	400	0.3	0	0.7	500	129	1	5807	1	24	1
4	2	133	0.43	-910	0.57	630	0.27	-830	0.73	240	84	1	3982	1	24	1
4	2	63	0.7	300	0.3	400	0.6	200	0.4	525	137	1	9209	1	24	1
4	2	82	0.85	-550	0.15	270	0.02	730	0.98	-880	81	1	6552	1	24	1
4	2	137	0.5	-100	0.5	400	0.5	0	0.5	0	128	1	2204	1	24	1
4	2	77	0.94	-660	0.06	920	0.03	310	0.97	-490	85	1	11432	1	24	1
4	2	32	0.49	-10	0.51	-540	0.77	-330	0.23	-300	56	1	3735	1	24	1
4	2	93	0.38	-220	0.62	-150	0.38	-40	0.62	-360	59	1	6261	1	24	1
4	2	7	0.09	560	0.91	190	0.76	130	0.24	900	28	2	10942	1	24	1
4	2	113	0.6	-460	0.4	-210	0.42	-990	0.58	-370	57	1	13187	1	24	1
4	2	59	0.75	-1000	0.25	-840	0.95	-850	0.05	-290	77	2	14403	1	24	1
4	2	44	0.33	-230	0.67	-290	0.43	-670	0.57	-280	51	1	17141	1	24	1
4	2	25	0.4	500	0.6	333	0.6	0	0.4	1000	1	1	13393	1	24	1
4	2	70	0.37	260	0.63	640	0.89	190	0.11	810	25	1	14673	1	24	1
4	2	136	0.7	300	0.3	400	0.6	200	0.4	525	12	2	6253	1	24	1
4	2	28	0.99	270	0.01	310	0.8	80	0.2	1000	20	2	9493	1	24	1
4	2	103	0.91	430	0.09	960	0.66	480	0.34	380	26	1	19603	1	24	1
4	2	100	0.74	560	0.26	-760	0.4	-310	0.6	920	93	2	8778	1	24	1
4	2	60	0.25	0	0.75	705	0.5	60	0.5	1000	7	1	7693	1	24	1
4	2	18	0.19	300	0.81	970	0.14	850	0.86	820	35	2	5435	1	24	1
4	2	69	0.56	-90	0.44	-560	0.64	-150	0.36	-800	80	1	8725	1	24	1
4	2	37	0.13	-130	0.87	270	0.34	-180	0.66	700	109	2	7059	1	24	1
4	2	124	0.97	-580	0.03	-650	0.18	-520	0.82	-740	68	1	5932	1	24	1
4	2	122	0.44	710	0.56	-950	0.63	-310	0.37	40	96	1	35993	1	24	1
4	2	121	0.5	-100	0.5	100	0.5	0	0.5	0	122	2	2126	1	24	1
4	2	118	0.2	400	0.8	320	0.2	770	0.8	20	112	1	5203	1	24	1
4	2	115	0.45	100	0.55	400	0.4	0	0.6	440	2	1	3353	1	24	1
4	2	104	0.49	150	0.51	500	0.94	640	0.06	140	49	2	2706	1	24	1
4	2	10	0.1	400	0.9	320	0.1	770	0.9	20	111	1	13296	1	24	1
4	2	96	0.76	-330	0.24	-530	0.52	-180	0.48	-600	76	1	8157	1	24	1
4	2	84	0.05	560	0.95	720	0.95	680	0.05	950	43	1	9311	1	24	1
4	2	90	0.37	-910	0.63	-330	0.49	-410	0.51	-610	60	2	14137	1	24	1
4	2	78	0.7	550	0.3	-760	0.08	-560	0.92	260	102	2	7743	1	24	1
4	2	110	0.29	880	0.71	780	0.29	530	0.71	910	21	1	5983	1	24	1
4	2	57	0.05	600	0.95	760	0.84	950	0.16	170	33	1	7693	1	24	1
4	2	38	0.5	-100	0.5	220	0.5	0	0.5	0	125	1	3038	1	24	1
4	2	67	0.14	930	0.86	-910	0.32	0	0.68	-760	92	2	18760	1	24	1
4	2	1	0.78	320	0.22	990	0.32	390	0.68	560	44	2	25118	1	24	1
4	2	72	0.98	183	0.02	210	0.85	40	0.15	1000	19	2	9546	1	24	1
4	2	58	0.17	700	0.83	650	0.35	1000	0.65	500	24	2	11784	1	24	1
